order_id,date,product_name,quantity
619-34-6765,2022-06-12,Pectin,9
751-39-0142,2022-05-08,Wine - Chardonnay South,27
382-63-7294,2022-05-22,Wine - Ruffino Chianti Classico,51
469-67-9602,2022-06-01,"Cheese - Romano, Grated",34
782-83-6460,2022-05-25,Pastry - Butterscotch Baked,3
522-79-1789,2022-06-24,Lamb Leg - Bone - In Nz,30
588-38-2823,2022-06-21,Tea - Lemon Scented,46
181-99-2348,2022-06-15,"Soup - Campbells, Cream Of",56
513-72-4404,2022-05-26,"Stock - Beef, Brown",59
611-26-3422,2022-05-17,"Mustard - Dry, Powder",85
287-67-7181,2022-05-23,Calaloo,96
692-13-9677,2022-05-03,Shiro Miso,82
558-41-3999,2022-05-03,Juice - Lagoon Mango,81
619-73-1204,2022-06-13,Cheese - Cream Cheese,21
511-60-9515,2022-06-19,Flour - All Purpose,46
536-40-0582,2022-06-10,Cheese - Brie Roitelet,1
353-77-5814,2022-06-26,Cabbage - Nappa,78
244-07-4861,2022-06-19,Juice - Cranberry 284ml,41
644-09-3906,2022-06-03,Pastry - Butterscotch Baked,69
840-50-3686,2022-05-29,Swiss Chard,41
210-17-8096,2022-05-15,"Wine - Magnotta - Red, Baco",51
153-84-4751,2022-05-20,"Pasta - Fettuccine, Dry",57
718-32-0438,2022-05-14,Oneshot Automatic Soap System,3
800-56-1192,2022-06-10,"Chocolate - Pistoles, Lactee, Milk",27
244-41-2605,2022-06-03,Cocoa Feuilletine,88
457-21-6737,2022-05-03,"Artichoke - Hearts, Canned",49
106-62-8803,2022-06-26,"Lentils - Red, Dry",42
745-21-8792,2022-06-11,"Turkey - Whole, Fresh",66
281-50-9366,2022-05-03,Vol Au Vents,79
895-52-3200,2022-05-08,Bread - Assorted Rolls,9
569-52-8007,2022-06-05,Pastry - Choclate Baked,63
118-06-9996,2022-05-29,"Beef - Rib Roast, Capless",54
152-22-5702,2022-05-11,Cabbage - Savoy,70
279-27-7346,2022-05-06,Juice - Prune,75
123-41-8936,2022-06-19,Jam - Apricot,55
665-19-5654,2022-05-02,Lady Fingers,66
644-89-7805,2022-05-01,Table Cloth 53x53 White,35
513-10-0663,2022-05-08,"Water - Mineral, Natural",45
253-94-7705,2022-05-08,"Soup - Canadian Pea, Dry Mix",35
139-15-9795,2022-05-02,Papadam,91
791-03-0807,2022-06-11,Milkettes - 2%,15
547-38-0102,2022-05-03,Rabbit - Legs,67
729-07-3400,2022-05-15,Muffin Mix - Corn Harvest,44
207-29-5996,2022-05-02,Leeks - Large,43
899-45-7855,2022-06-16,"Hickory Smoke, Liquid",20
270-11-9312,2022-06-06,Compound - Pear,60
491-92-5190,2022-06-05,Swiss Chard - Red,40
827-50-7326,2022-05-02,Bar Bran Honey Nut,53
210-54-3099,2022-05-08,Rootbeer,87
